amount,method,bank,device,failure_reason,previous_success_rate,previous_failures,customer_age_days,action,recovered
11251,wallet,NONE,android,authentication_failed,0.7791335253606282,0,173,NO_ACTION,0
43674,netbanking,NONE,web,insufficient_funds,0.854734127028427,3,828,ALTERNATE_METHOD,0
21188,upi,AXIS,ios,insufficient_funds,0.2540000412858306,0,107,NO_ACTION,0
26282,wallet,NONE,android,authentication_failed,0.8630188880502747,1,375,NO_ACTION,0
35995,netbanking,NONE,web,network_error,0.5809652133831597,3,592,DELAYED_RETRY,0
47120,wallet,NONE,ios,authentication_failed,0.30543318756839644,0,446,RETRY_NOW,0
47078,upi,AXIS,web,authentication_failed,0.8573001600413641,4,268,ALTERNATE_METHOD,1
10557,card,NONE,ios,bank_timeout,0.5549442549403653,3,100,RETRY_NOW,1
39693,upi,SBI,android,network_error,0.3026782732292297,1,672,NO_ACTION,0
16242,upi,AXIS,android,network_error,0.9765392913809254,1,468,ALTERNATE_METHOD,1
22821,wallet,NONE,android,network_error,0.2546770416733206,3,81,ALTERNATE_METHOD,1
11852,card,NONE,web,bank_timeout,0.6825251324102745,3,601,RETRY_NOW,1
36801,card,NONE,android,authentication_failed,0.3275587005364182,1,549,NO_ACTION,0
24627,upi,ICICI,web,insufficient_funds,0.8135713809629865,3,185,RETRY_NOW,0
14608,upi,AXIS,android,bank_timeout,0.6908075652297496,2,342,ALTERNATE_METHOD,1
7842,upi,ICICI,web,network_error,0.720293799322768,0,61,NO_ACTION,0
16475,wallet,NONE,android,insufficient_funds,0.6856441492701753,2,138,RETRY_NOW,0
34494,card,NONE,android,insufficient_funds,0.6431847501977687,1,241,ALTERNATE_METHOD,1
21906,upi,SBI,ios,bank_timeout,0.5334586839993833,3,877,ALTERNATE_METHOD,1
40396,netbanking,NONE,android,bank_timeout,0.3637915994710277,0,905,NO_ACTION,0
40445,wallet,NONE,android,network_error,0.640962904476377,0,394,RETRY_NOW,0
27675,wallet,NONE,web,insufficient_funds,0.5120175700850904,3,221,NO_ACTION,0
48815,upi,HDFC,ios,authentication_failed,0.7048121061827486,4,766,NO_ACTION,0
41368,card,NONE,android,authentication_failed,0.36280387418548066,0,787,NO_ACTION,0
8401,card,NONE,android,authentication_failed,0.47599681140807626,3,146,RETRY_NOW,0
48754,upi,HDFC,android,bank_timeout,0.8192073799841324,2,358,DELAYED_RETRY,1
43660,netbanking,NONE,android,network_error,0.9011179150236712,0,357,RETRY_NOW,1
34498,netbanking,NONE,ios,network_error,0.6125074370565345,0,412,NO_ACTION,1
47150,upi,HDFC,web,authentication_failed,0.6680577212552921,4,32,ALTERNATE_METHOD,0
28912,upi,AXIS,android,network_error,0.9704165302174912,3,365,RETRY_NOW,0
7684,netbanking,NONE,ios,authentication_failed,0.7022916511525839,3,144,RETRY_NOW,1
1987,upi,AXIS,android,network_error,0.25626245481201615,1,783,NO_ACTION,0
41194,wallet,NONE,web,bank_timeout,0.2463048156677795,4,986,RETRY_NOW,0
134,netbanking,NONE,web,authentication_failed,0.41770718355162073,1,358,NO_ACTION,0
21013,netbanking,NONE,web,bank_timeout,0.3755474535161072,0,834,NO_ACTION,0
3785,upi,HDFC,ios,insufficient_funds,0.5117232322974725,1,188,RETRY_NOW,0
8714,upi,AXIS,web,authentication_failed,0.870866844417195,2,932,ALTERNATE_METHOD,0
29348,card,NONE,ios,insufficient_funds,0.8972640323204639,3,552,RETRY_NOW,1
25986,card,NONE,web,insufficient_funds,0.49666830547054475,0,283,RETRY_NOW,0
36337,card,NONE,web,authentication_failed,0.6846554725927343,3,456,DELAYED_RETRY,0
24153,upi,SBI,ios,network_error,0.9392612181667257,2,397,DELAYED_RETRY,1
223,upi,SBI,android,authentication_failed,0.8395408837405551,0,104,RETRY_NOW,0
46340,upi,AXIS,ios,insufficient_funds,0.9790845353193189,0,872,RETRY_NOW,1
46134,card,NONE,web,network_error,0.263262102706566,0,803,NO_ACTION,0
18959,upi,AXIS,ios,network_error,0.2318273781157516,1,519,NO_ACTION,0
17177,card,NONE,android,bank_timeout,0.8817863658435976,2,802,DELAYED_RETRY,1
41555,card,NONE,android,insufficient_funds,0.46157178646387226,0,163,RETRY_NOW,0
10457,upi,AXIS,web,bank_timeout,0.6212364593935811,3,639,DELAYED_RETRY,1
23726,netbanking,NONE,web,authentication_failed,0.6756141964099156,1,497,RETRY_NOW,1
32768,wallet,NONE,ios,insufficient_funds,0.2398252447829287,0,764,RETRY_NOW,0
20457,card,NONE,android,network_error,0.8892456308652106,3,230,RETRY_NOW,1
19149,wallet,NONE,ios,authentication_failed,0.49297538035619265,0,218,ALTERNATE_METHOD,0
48381,upi,HDFC,ios,bank_timeout,0.9292136312695927,4,596,ALTERNATE_METHOD,0
9354,upi,ICICI,ios,authentication_failed,0.6412522427546828,0,388,RETRY_NOW,0
45621,card,NONE,android,network_error,0.5549059508774636,4,459,DELAYED_RETRY,0
14835,wallet,NONE,web,network_error,0.7561477841704944,0,592,DELAYED_RETRY,0
24748,card,NONE,android,authentication_failed,0.20949170971477385,2,25,RETRY_NOW,0
25702,wallet,NONE,web,authentication_failed,0.8683550944975289,0,63,ALTERNATE_METHOD,1
46878,netbanking,NONE,android,network_error,0.4139992459604428,3,765,ALTERNATE_METHOD,1
40005,card,NONE,web,authentication_failed,0.3868806997223952,4,781,DELAYED_RETRY,0
8382,wallet,NONE,ios,authentication_failed,0.9020026691074163,3,805,RETRY_NOW,1
29741,netbanking,NONE,ios,network_error,0.27116471043004586,2,12,ALTERNATE_METHOD,0
4955,card,NONE,web,network_error,0.7896083158476759,3,424,ALTERNATE_METHOD,0
28791,netbanking,NONE,ios,network_error,0.9159405817099604,3,450,NO_ACTION,0
16746,upi,AXIS,ios,authentication_failed,0.7120536118080334,4,204,RETRY_NOW,0
48059,wallet,NONE,ios,network_error,0.97692366306777,1,683,ALTERNATE_METHOD,1
4148,netbanking,NONE,web,authentication_failed,0.4729422396328666,0,636,NO_ACTION,1
44669,upi,SBI,ios,authentication_failed,0.34866764492855024,4,135,RETRY_NOW,0
33811,upi,HDFC,ios,insufficient_funds,0.2758715081503262,4,692,NO_ACTION,0
27498,upi,AXIS,ios,bank_timeout,0.7926540882610407,0,42,DELAYED_RETRY,1
11727,card,NONE,web,bank_timeout,0.33266386994346653,2,123,NO_ACTION,0
24001,wallet,NONE,android,bank_timeout,0.5479889140893147,4,941,NO_ACTION,1
32916,netbanking,NONE,ios,insufficient_funds,0.8678374874871644,0,161,ALTERNATE_METHOD,0
14911,upi,HDFC,android,authentication_failed,0.6197291527588737,4,487,ALTERNATE_METHOD,0
988,wallet,NONE,android,network_error,0.6620100368825945,2,244,ALTERNATE_METHOD,0
1204,netbanking,NONE,ios,bank_timeout,0.3503670969299276,0,479,DELAYED_RETRY,1
22817,card,NONE,web,authentication_failed,0.5231224910269938,4,400,RETRY_NOW,0
13642,card,NONE,ios,bank_timeout,0.45874395943453844,3,125,RETRY_NOW,0
3087,upi,SBI,web,insufficient_funds,0.6791566633072856,0,73,RETRY_NOW,0
41598,netbanking,NONE,ios,network_error,0.5875755810730428,1,508,DELAYED_RETRY,1
38182,netbanking,NONE,web,authentication_failed,0.7591942487187111,1,202,RETRY_NOW,0
41494,wallet,NONE,android,network_error,0.21058653317660153,2,634,ALTERNATE_METHOD,0
23391,wallet,NONE,android,insufficient_funds,0.2044618357502996,0,202,ALTERNATE_METHOD,0
49201,upi,HDFC,android,insufficient_funds,0.5702990793847311,4,54,ALTERNATE_METHOD,0
17411,upi,AXIS,web,insufficient_funds,0.639825530154648,0,541,NO_ACTION,0
9678,card,NONE,web,bank_timeout,0.43976382413989745,2,596,RETRY_NOW,0
25326,wallet,NONE,ios,insufficient_funds,0.5862197380752487,1,170,ALTERNATE_METHOD,0
13291,netbanking,NONE,android,network_error,0.8483720970161197,0,843,RETRY_NOW,1
35242,wallet,NONE,web,insufficient_funds,0.3099394805254136,2,282,DELAYED_RETRY,0
40686,netbanking,NONE,android,insufficient_funds,0.35529872232401694,3,383,NO_ACTION,0
9424,wallet,NONE,web,network_error,0.9248780908894132,0,586,DELAYED_RETRY,1
41634,upi,ICICI,android,network_error,0.43532223690341587,0,62,RETRY_NOW,1
46576,wallet,NONE,android,network_error,0.36091125224440773,0,360,ALTERNATE_METHOD,0
44036,netbanking,NONE,android,insufficient_funds,0.6732225774270537,2,38,ALTERNATE_METHOD,0
43956,wallet,NONE,web,insufficient_funds,0.5821477682601157,4,731,ALTERNATE_METHOD,0
9144,card,NONE,web,network_error,0.2987545454745159,0,6,DELAYED_RETRY,1
18796,upi,AXIS,ios,insufficient_funds,0.6568464308448017,0,7,RETRY_NOW,0
12130,wallet,NONE,ios,network_error,0.2589354173816909,3,312,DELAYED_RETRY,0
19369,upi,SBI,web,insufficient_funds,0.2652579926275223,3,623,RETRY_NOW,0
22940,card,NONE,ios,insufficient_funds,0.9877709577875813,2,429,ALTERNATE_METHOD,1
9777,netbanking,NONE,web,bank_timeout,0.9283550432822814,1,617,NO_ACTION,0
30253,netbanking,NONE,android,authentication_failed,0.29362943390129737,4,203,RETRY_NOW,0
36652,netbanking,NONE,android,network_error,0.7641832005412996,4,341,ALTERNATE_METHOD,1
3509,card,NONE,ios,bank_timeout,0.93556772983867,4,900,DELAYED_RETRY,1
6620,netbanking,NONE,android,authentication_failed,0.6986018638868711,2,715,DELAYED_RETRY,0
44310,netbanking,NONE,android,bank_timeout,0.46606595720925204,3,619,RETRY_NOW,0
48090,wallet,NONE,ios,authentication_failed,0.21106532222441513,2,95,DELAYED_RETRY,0
9837,upi,HDFC,android,insufficient_funds,0.7498168629533475,0,524,RETRY_NOW,1
34826,card,NONE,android,bank_timeout,0.9675325733688982,1,859,RETRY_NOW,1
21519,upi,SBI,web,network_error,0.5488826447969346,1,237,ALTERNATE_METHOD,1
14049,upi,SBI,ios,authentication_failed,0.8091642649627782,0,780,DELAYED_RETRY,1
12223,wallet,NONE,web,network_error,0.396342704184368,1,584,RETRY_NOW,1
38846,netbanking,NONE,android,insufficient_funds,0.32841625700149124,4,874,RETRY_NOW,0
5460,netbanking,NONE,ios,insufficient_funds,0.32396708095437793,4,933,NO_ACTION,0
33109,card,NONE,web,insufficient_funds,0.9305081688860417,1,214,DELAYED_RETRY,1
46198,netbanking,NONE,web,bank_timeout,0.9694173343261252,3,214,DELAYED_RETRY,0
17591,netbanking,NONE,ios,insufficient_funds,0.8942324763508693,4,849,DELAYED_RETRY,1
37271,netbanking,NONE,android,insufficient_funds,0.40295669302406956,4,888,RETRY_NOW,0
43774,card,NONE,web,insufficient_funds,0.8549643199356936,4,71,RETRY_NOW,0
1264,card,NONE,ios,bank_timeout,0.5391485226927221,1,619,RETRY_NOW,1
41208,card,NONE,android,bank_timeout,0.6754643001852418,3,61,NO_ACTION,0
37805,upi,SBI,ios,insufficient_funds,0.8625043123130192,1,561,NO_ACTION,0
46407,wallet,NONE,android,network_error,0.3727605191612946,3,572,RETRY_NOW,1
37517,netbanking,NONE,android,bank_timeout,0.3794194240763227,0,174,ALTERNATE_METHOD,0
862,netbanking,NONE,web,network_error,0.3774255627867638,0,585,ALTERNATE_METHOD,0
45034,netbanking,NONE,ios,authentication_failed,0.4620865649662365,0,124,RETRY_NOW,0
46320,wallet,NONE,ios,network_error,0.7465783315172818,2,209,RETRY_NOW,1
37540,upi,SBI,web,authentication_failed,0.707157635001205,0,192,DELAYED_RETRY,0
13154,card,NONE,web,network_error,0.6029396981767392,1,230,RETRY_NOW,1
12070,upi,ICICI,android,network_error,0.22012400164788143,2,126,DELAYED_RETRY,0
43944,card,NONE,ios,insufficient_funds,0.8713104233535078,4,865,ALTERNATE_METHOD,0
46532,wallet,NONE,web,authentication_failed,0.8996331655614058,4,150,RETRY_NOW,0
22466,netbanking,NONE,web,bank_timeout,0.42704972435161875,4,237,RETRY_NOW,1
5806,netbanking,NONE,android,network_error,0.5176194751244658,4,570,ALTERNATE_METHOD,1
22076,card,NONE,android,bank_timeout,0.7631924774346062,1,523,ALTERNATE_METHOD,0
31364,wallet,NONE,web,insufficient_funds,0.500173223284116,2,179,RETRY_NOW,1
18293,card,NONE,ios,insufficient_funds,0.254503267697514,4,352,ALTERNATE_METHOD,0
16755,upi,SBI,ios,bank_timeout,0.3648327917475582,1,876,NO_ACTION,1
37682,card,NONE,web,bank_timeout,0.23001219754055668,3,663,DELAYED_RETRY,1
2031,upi,HDFC,web,authentication_failed,0.35111030427657,1,318,RETRY_NOW,0
42379,wallet,NONE,web,network_error,0.2499139659530009,4,934,DELAYED_RETRY,1
27706,wallet,NONE,ios,authentication_failed,0.2847264307218331,4,275,ALTERNATE_METHOD,0
11898,netbanking,NONE,ios,insufficient_funds,0.6276142469986039,4,338,NO_ACTION,1
18428,netbanking,NONE,ios,authentication_failed,0.2509523797244113,1,438,NO_ACTION,0
24677,netbanking,NONE,web,authentication_failed,0.5122990820055484,4,730,DELAYED_RETRY,0
43096,card,NONE,android,insufficient_funds,0.4555411659581142,1,210,DELAYED_RETRY,0
38549,netbanking,NONE,android,insufficient_funds,0.4095136098407117,2,283,RETRY_NOW,0
17423,netbanking,NONE,web,bank_timeout,0.8489056854010468,3,311,DELAYED_RETRY,0
48579,wallet,NONE,ios,bank_timeout,0.2505370953677852,3,143,RETRY_NOW,0
22390,upi,HDFC,web,insufficient_funds,0.8580416480459481,0,900,DELAYED_RETRY,1
31564,wallet,NONE,web,insufficient_funds,0.580005473387333,4,649,NO_ACTION,0
47024,netbanking,NONE,ios,network_error,0.939310141401305,4,247,DELAYED_RETRY,0
17584,netbanking,NONE,android,bank_timeout,0.6768563077215949,1,612,NO_ACTION,1
5682,card,NONE,ios,bank_timeout,0.985237466627318,1,835,DELAYED_RETRY,1
47742,card,NONE,web,bank_timeout,0.9837366775418099,3,839,DELAYED_RETRY,1
40490,upi,AXIS,ios,bank_timeout,0.8027025434092279,2,586,ALTERNATE_METHOD,0
27402,netbanking,NONE,ios,network_error,0.32667695160827404,3,105,RETRY_NOW,0
16163,wallet,NONE,web,network_error,0.3511428184408228,2,326,RETRY_NOW,0
7119,netbanking,NONE,android,network_error,0.6490878336387753,3,559,NO_ACTION,0
49554,netbanking,NONE,web,bank_timeout,0.30599084627224366,4,853,NO_ACTION,0
12643,upi,HDFC,ios,bank_timeout,0.7492225475925389,3,352,DELAYED_RETRY,0
38256,card,NONE,ios,network_error,0.9278073251609471,1,925,RETRY_NOW,1
38594,netbanking,NONE,web,network_error,0.7307439913054354,3,775,NO_ACTION,0
36537,card,NONE,android,bank_timeout,0.7329126435894908,0,150,RETRY_NOW,1
11197,netbanking,NONE,ios,bank_timeout,0.568492513083108,2,936,ALTERNATE_METHOD,0
49151,upi,ICICI,web,network_error,0.2777639962835555,4,174,DELAYED_RETRY,0
15959,upi,AXIS,web,network_error,0.8022934346567683,4,630,RETRY_NOW,1
42312,netbanking,NONE,ios,bank_timeout,0.7042521905334367,2,155,ALTERNATE_METHOD,0
29547,upi,HDFC,android,insufficient_funds,0.9444607223918713,4,686,RETRY_NOW,0
43762,upi,AXIS,ios,insufficient_funds,0.6074506278989238,2,378,DELAYED_RETRY,1
27769,upi,ICICI,android,authentication_failed,0.8536253798555475,4,514,DELAYED_RETRY,1
46055,wallet,NONE,ios,bank_timeout,0.6976001226503608,3,998,RETRY_NOW,1
45649,upi,AXIS,android,network_error,0.4222600688321858,4,460,RETRY_NOW,1
27684,upi,ICICI,android,authentication_failed,0.7237268656963305,4,161,NO_ACTION,0
32537,wallet,NONE,web,insufficient_funds,0.3118083459082125,3,803,DELAYED_RETRY,0
10773,netbanking,NONE,ios,authentication_failed,0.3422959910957826,4,148,DELAYED_RETRY,0
22069,card,NONE,ios,authentication_failed,0.8340319158265315,1,887,RETRY_NOW,0
30865,upi,HDFC,ios,bank_timeout,0.2783147032343237,4,873,RETRY_NOW,0
20742,wallet,NONE,android,authentication_failed,0.8885126677132649,1,407,DELAYED_RETRY,1
3234,wallet,NONE,web,authentication_failed,0.27797868485704313,2,712,NO_ACTION,0
31587,card,NONE,ios,network_error,0.4237237429086418,1,636,ALTERNATE_METHOD,1
22048,upi,ICICI,ios,bank_timeout,0.6435020289976803,4,637,DELAYED_RETRY,1
26112,netbanking,NONE,web,network_error,0.46798736459713136,4,646,DELAYED_RETRY,0
31557,card,NONE,web,bank_timeout,0.6588970734319961,0,83,ALTERNATE_METHOD,1
47388,card,NONE,android,bank_timeout,0.7928436877178027,3,973,DELAYED_RETRY,1
22895,netbanking,NONE,android,network_error,0.6890304077504467,2,111,RETRY_NOW,1
49407,netbanking,NONE,ios,insufficient_funds,0.6572552061707252,3,604,ALTERNATE_METHOD,1
19276,upi,SBI,android,insufficient_funds,0.8631909204278689,2,520,DELAYED_RETRY,0
30399,card,NONE,web,bank_timeout,0.4464035164694292,1,953,NO_ACTION,1
14257,netbanking,NONE,android,authentication_failed,0.4907293656755489,2,902,DELAYED_RETRY,0
43504,card,NONE,web,insufficient_funds,0.9160065743117796,3,593,NO_ACTION,0
14240,wallet,NONE,ios,network_error,0.3554977610681769,3,493,NO_ACTION,0
44875,wallet,NONE,android,authentication_failed,0.5088257220650996,1,270,DELAYED_RETRY,1
16320,wallet,NONE,android,network_error,0.531929074198253,1,859,RETRY_NOW,1
7075,upi,AXIS,android,insufficient_funds,0.4361391784259463,2,614,NO_ACTION,0
16853,upi,HDFC,web,authentication_failed,0.406546650551631,1,85,ALTERNATE_METHOD,0
44869,wallet,NONE,web,network_error,0.9752386277365732,4,663,DELAYED_RETRY,1
32990,upi,HDFC,android,network_error,0.9228692364549829,1,991,NO_ACTION,1
20179,netbanking,NONE,android,insufficient_funds,0.7269151105676901,3,532,RETRY_NOW,0
14604,card,NONE,web,bank_timeout,0.22937340715670454,1,908,DELAYED_RETRY,1
6554,wallet,NONE,android,insufficient_funds,0.980096113441006,2,787,ALTERNATE_METHOD,1
45354,upi,HDFC,web,network_error,0.856826776008129,3,664,NO_ACTION,1
8559,upi,AXIS,ios,bank_timeout,0.7263681306327046,1,513,RETRY_NOW,1
2353,card,NONE,android,insufficient_funds,0.3345897750409398,3,820,NO_ACTION,0
47455,wallet,NONE,web,insufficient_funds,0.9951109178638411,2,98,NO_ACTION,0
358,upi,SBI,ios,authentication_failed,0.2401074114513313,0,287,DELAYED_RETRY,0
42241,netbanking,NONE,web,authentication_failed,0.7491380406515431,3,813,RETRY_NOW,0
15970,card,NONE,android,insufficient_funds,0.4150544171447946,3,284,NO_ACTION,0
16747,card,NONE,web,network_error,0.6313709543354392,4,854,RETRY_NOW,0
31209,card,NONE,web,insufficient_funds,0.5351295136786243,3,704,DELAYED_RETRY,1
14623,upi,AXIS,android,network_error,0.9392438144076172,1,280,RETRY_NOW,1
19514,netbanking,NONE,android,authentication_failed,0.33823136365338274,2,171,NO_ACTION,0
25694,netbanking,NONE,android,bank_timeout,0.34972223576990125,0,152,NO_ACTION,0
21854,card,NONE,android,bank_timeout,0.8526338765913191,3,553,DELAYED_RETRY,1
36685,card,NONE,web,bank_timeout,0.6253007443149265,4,632,ALTERNATE_METHOD,1
31544,upi,SBI,android,bank_timeout,0.5119068843657737,3,955,NO_ACTION,0
41242,card,NONE,ios,bank_timeout,0.20618014001652815,0,899,RETRY_NOW,0
32987,wallet,NONE,web,network_error,0.46817338789815505,0,949,ALTERNATE_METHOD,1
18226,netbanking,NONE,web,bank_timeout,0.5315402418532269,2,403,NO_ACTION,0
32376,card,NONE,ios,bank_timeout,0.7506852550120755,2,402,NO_ACTION,0
29435,upi,SBI,web,authentication_failed,0.9540884827520273,2,347,DELAYED_RETRY,0
10652,card,NONE,web,bank_timeout,0.9935453572824893,4,467,ALTERNATE_METHOD,1
29643,card,NONE,android,authentication_failed,0.8508020089420423,2,207,ALTERNATE_METHOD,1
26706,card,NONE,web,insufficient_funds,0.44001973356520035,0,432,NO_ACTION,0
15914,wallet,NONE,web,bank_timeout,0.5912122377666198,1,337,DELAYED_RETRY,0
29640,netbanking,NONE,android,bank_timeout,0.7176473317587289,3,757,DELAYED_RETRY,1
3447,card,NONE,web,authentication_failed,0.20319120000404364,1,121,DELAYED_RETRY,1
6381,wallet,NONE,android,network_error,0.8117467830276126,0,422,ALTERNATE_METHOD,1
2296,upi,ICICI,ios,authentication_failed,0.8205181007784608,3,982,RETRY_NOW,0
10392,netbanking,NONE,ios,bank_timeout,0.35208449012806686,1,368,DELAYED_RETRY,1
10488,netbanking,NONE,android,network_error,0.9868779962368657,4,976,RETRY_NOW,1
40716,wallet,NONE,web,bank_timeout,0.28673257313069506,4,998,NO_ACTION,0
38750,upi,SBI,web,network_error,0.7938593752818242,0,109,NO_ACTION,1
23041,upi,AXIS,web,authentication_failed,0.8225365058288441,4,552,RETRY_NOW,0
43401,upi,SBI,android,insufficient_funds,0.7473672102889994,0,639,NO_ACTION,0
40851,card,NONE,ios,network_error,0.6654191529060647,1,154,ALTERNATE_METHOD,0
3974,netbanking,NONE,web,insufficient_funds,0.878455324760546,4,498,RETRY_NOW,0
6983,card,NONE,ios,authentication_failed,0.803287468882657,1,412,NO_ACTION,0
42804,card,NONE,web,bank_timeout,0.8541011210880056,4,341,DELAYED_RETRY,1
26675,netbanking,NONE,web,bank_timeout,0.9420385283320694,4,166,DELAYED_RETRY,1
48916,wallet,NONE,android,insufficient_funds,0.8482665615350502,2,769,NO_ACTION,0
8112,upi,ICICI,ios,bank_timeout,0.6362204852809328,4,534,RETRY_NOW,0
42195,netbanking,NONE,android,network_error,0.9293307263439889,0,26,ALTERNATE_METHOD,1
11884,card,NONE,web,insufficient_funds,0.8702571744771563,2,112,DELAYED_RETRY,1
18411,card,NONE,ios,authentication_failed,0.28812381259630215,1,139,RETRY_NOW,0
33916,card,NONE,web,network_error,0.5356068956763109,0,820,RETRY_NOW,1
1809,wallet,NONE,android,authentication_failed,0.5319241786057849,0,453,RETRY_NOW,1
43493,upi,SBI,web,authentication_failed,0.7737170939238844,1,405,RETRY_NOW,0
12591,netbanking,NONE,android,network_error,0.21585457948684939,1,784,DELAYED_RETRY,1
7699,wallet,NONE,ios,bank_timeout,0.4292988331387984,2,881,RETRY_NOW,0
25450,card,NONE,android,authentication_failed,0.9543336892203489,1,92,NO_ACTION,0
32985,wallet,NONE,web,authentication_failed,0.5931173258640878,0,214,DELAYED_RETRY,1
1700,wallet,NONE,android,insufficient_funds,0.2618144576374037,1,830,NO_ACTION,0
38873,wallet,NONE,ios,insufficient_funds,0.5874830499844763,0,537,NO_ACTION,0
20606,netbanking,NONE,ios,authentication_failed,0.23427701741446355,2,106,DELAYED_RETRY,0
23853,netbanking,NONE,ios,bank_timeout,0.26233172266014937,1,855,RETRY_NOW,1
15321,netbanking,NONE,android,network_error,0.8858930782557148,4,48,RETRY_NOW,1
40847,netbanking,NONE,android,authentication_failed,0.6383064496393336,2,708,RETRY_NOW,0
7180,netbanking,NONE,android,bank_timeout,0.5965740738514296,0,766,NO_ACTION,0
19336,netbanking,NONE,web,authentication_failed,0.8040167631933282,4,248,NO_ACTION,0
12345,wallet,NONE,android,insufficient_funds,0.6397982607423238,0,984,DELAYED_RETRY,1
48306,upi,HDFC,ios,bank_timeout,0.4579393015652802,0,133,NO_ACTION,0
43000,upi,SBI,ios,network_error,0.5909292535070759,2,86,NO_ACTION,1
815,card,NONE,web,network_error,0.5758345839773575,0,915,DELAYED_RETRY,0
49948,card,NONE,web,network_error,0.2582458100466609,3,497,NO_ACTION,0
44379,wallet,NONE,android,network_error,0.27268506382860225,1,236,ALTERNATE_METHOD,0
16983,netbanking,NONE,ios,insufficient_funds,0.541479968192734,1,321,ALTERNATE_METHOD,0
27149,upi,AXIS,ios,network_error,0.42128829227093134,1,675,RETRY_NOW,1
1878,upi,ICICI,android,network_error,0.6714625479970526,2,565,RETRY_NOW,0
20443,card,NONE,android,bank_timeout,0.41964307706851545,4,736,DELAYED_RETRY,1
4204,card,NONE,android,insufficient_funds,0.576111367369659,3,308,RETRY_NOW,0
24428,wallet,NONE,android,bank_timeout,0.7195633778140127,0,624,RETRY_NOW,1
37606,netbanking,NONE,web,authentication_failed,0.46400540140347746,3,604,RETRY_NOW,0
14790,wallet,NONE,web,network_error,0.825550341724266,1,385,NO_ACTION,0
14183,wallet,NONE,ios,network_error,0.3625082399715126,2,501,DELAYED_RETRY,1
41218,card,NONE,web,network_error,0.35325284589433265,2,976,ALTERNATE_METHOD,1
30280,card,NONE,web,network_error,0.58549480909283,0,425,NO_ACTION,0
16695,wallet,NONE,android,bank_timeout,0.2390640611903729,4,174,RETRY_NOW,0
130,wallet,NONE,web,network_error,0.21878490256780384,1,48,RETRY_NOW,1
7866,upi,HDFC,ios,insufficient_funds,0.608254939105698,2,883,ALTERNATE_METHOD,0
39383,netbanking,NONE,web,authentication_failed,0.556322972385326,4,104,NO_ACTION,1
5344,card,NONE,ios,insufficient_funds,0.32435702469189737,2,814,NO_ACTION,0
12385,upi,HDFC,web,insufficient_funds,0.9576648384152802,3,333,ALTERNATE_METHOD,1
41836,wallet,NONE,ios,bank_timeout,0.7650252983369463,1,618,RETRY_NOW,1
34921,upi,HDFC,ios,bank_timeout,0.31481898406605346,3,97,ALTERNATE_METHOD,0
16292,card,NONE,android,bank_timeout,0.5570397419700206,1,892,RETRY_NOW,1
33184,wallet,NONE,web,network_error,0.6020854821647676,3,882,NO_ACTION,0
11809,netbanking,NONE,ios,insufficient_funds,0.8992573489611952,1,30,RETRY_NOW,0
49298,netbanking,NONE,web,network_error,0.6597460579127972,2,516,ALTERNATE_METHOD,1
10795,card,NONE,web,authentication_failed,0.6640429272832487,2,37,DELAYED_RETRY,1
5439,upi,SBI,android,network_error,0.690457623905637,0,84,NO_ACTION,1
42605,upi,HDFC,ios,bank_timeout,0.8189108528563225,0,882,RETRY_NOW,1
33390,netbanking,NONE,ios,authentication_failed,0.4499151343849739,4,934,NO_ACTION,0
17623,netbanking,NONE,android,authentication_failed,0.20664215111121226,1,515,DELAYED_RETRY,0
45926,wallet,NONE,web,bank_timeout,0.568208582474024,2,793,ALTERNATE_METHOD,0
39071,wallet,NONE,ios,authentication_failed,0.5556836047150364,0,315,ALTERNATE_METHOD,1
35326,wallet,NONE,android,network_error,0.9915059858184379,1,513,DELAYED_RETRY,1
6176,wallet,NONE,ios,network_error,0.6089349827492625,2,198,ALTERNATE_METHOD,1
15987,wallet,NONE,web,network_error,0.3504480485728005,0,950,ALTERNATE_METHOD,0
31257,wallet,NONE,ios,network_error,0.8228397359086617,2,275,DELAYED_RETRY,1
4320,upi,AXIS,android,bank_timeout,0.9260861867323493,0,319,NO_ACTION,1
15203,netbanking,NONE,android,network_error,0.8323338959958162,1,607,RETRY_NOW,0
40756,card,NONE,web,authentication_failed,0.6818450491894434,1,765,DELAYED_RETRY,0
28238,netbanking,NONE,ios,authentication_failed,0.8244090203939278,3,13,RETRY_NOW,0
42242,upi,ICICI,android,bank_timeout,0.8289607663966987,1,195,RETRY_NOW,0
21826,wallet,NONE,ios,network_error,0.2767390159809522,1,216,ALTERNATE_METHOD,0
6566,upi,ICICI,android,network_error,0.5490594328044606,2,413,NO_ACTION,0
19825,netbanking,NONE,android,network_error,0.9005404665041989,3,851,NO_ACTION,1
7316,upi,SBI,ios,bank_timeout,0.5768065821961501,0,46,RETRY_NOW,1
17400,wallet,NONE,android,authentication_failed,0.26162436735685585,3,868,ALTERNATE_METHOD,0
37684,card,NONE,ios,bank_timeout,0.5124894859856176,1,799,ALTERNATE_METHOD,1
41691,netbanking,NONE,ios,network_error,0.3018204140688825,3,260,DELAYED_RETRY,0
24016,card,NONE,android,insufficient_funds,0.7378102347330735,4,746,ALTERNATE_METHOD,1
43603,wallet,NONE,web,authentication_failed,0.7615467463924277,3,207,RETRY_NOW,0
